claim_id,is_fraud,sequence_length,total_duration,event_sequence
F_133,1,11,26,"['First Notice of Loss', 'Expert Consultation', 'Police Report Filed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'Initial Assessment', 'Claim Closed']"
F_134,1,17,46,"['First Notice of Loss', 'Witness Statement', 'Repair Authorization', 'Damage Documentation', 'Final Assessment', 'Repair Authorization', 'Parts Ordered', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Quality Check', 'Parts Ordered', 'Payment Processing']"
F_135,1,15,40,"['First Notice of Loss', 'First Notice of Loss', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Initial Assessment', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Witness Statement', 'Payment Processing']"
F_136,1,15,47,"['First Notice of Loss', 'First Notice of Loss', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Initial Assessment', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Witness Statement', 'Payment Processing']"
F_137,1,17,48,"['First Notice of Loss', 'Witness Statement', 'Repair Authorization', 'Damage Documentation', 'Final Assessment', 'Repair Authorization', 'Parts Ordered', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Quality Check', 'Parts Ordered', 'Payment Processing']"
F_138,1,15,48,"['First Notice of Loss', 'First Notice of Loss', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Initial Assessment', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Witness Statement', 'Payment Processing']"
F_139,1,17,53,"['First Notice of Loss', 'Witness Statement', 'Repair Authorization', 'Damage Documentation', 'Final Assessment', 'Repair Authorization', 'Parts Ordered', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Quality Check', 'Parts Ordered', 'Payment Processing']"
F_140,1,16,51,"['First Notice of Loss', 'Initial Assessment', 'Final Assessment', 'Expert Consultation', 'Repair Authorization', 'Parts Ordered', 'Expert Consultation', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Repair In Progress', 'Payment Processing']"
F_141,1,12,37,"['First Notice of Loss', 'Expert Consultation', 'Police Report Filed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'Initial Assessment', 'Claim Closed']"
F_142,1,16,54,"['First Notice of Loss', 'First Notice of Loss', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Initial Assessment', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Initial Assessment', 'First Notice of Loss', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Payment Processing']"
F_143,1,16,45,"['First Notice of Loss', 'First Notice of Loss', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Initial Assessment', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Initial Assessment', 'First Notice of Loss', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Payment Processing']"
F_144,1,16,52,"['First Notice of Loss', 'Initial Assessment', 'Final Assessment', 'Expert Consultation', 'Repair Authorization', 'Parts Ordered', 'Expert Consultation', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Repair In Progress', 'Payment Processing']"
F_145,1,17,56,"['First Notice of Loss', 'Witness Statement', 'Repair Authorization', 'Damage Documentation', 'Final Assessment', 'Repair Authorization', 'Parts Ordered', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Quality Check', 'Parts Ordered', 'Payment Processing']"
F_146,1,16,53,"['First Notice of Loss', 'First Notice of Loss', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Initial Assessment', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Initial Assessment', 'First Notice of Loss', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Payment Processing']"
F_147,1,16,52,"['First Notice of Loss', 'First Notice of Loss', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Initial Assessment', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Initial Assessment', 'First Notice of Loss', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Payment Processing']"
F_148,1,17,55,"['First Notice of Loss', 'Witness Statement', 'Repair Authorization', 'Damage Documentation', 'Final Assessment', 'Repair Authorization', 'Parts Ordered', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Quality Check', 'Parts Ordered', 'Payment Processing']"
F_149,1,16,55,"['First Notice of Loss', 'First Notice of Loss', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Initial Assessment', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Initial Assessment', 'First Notice of Loss', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Payment Processing']"
F_150,1,18,60,"['First Notice of Loss', 'Witness Statement', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Repair Authorization', 'Parts Ordered', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Quality Check', 'Parts Ordered', 'Payment Processing']"
F_151,1,16,62,"['First Notice of Loss', 'First Notice of Loss', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Initial Assessment', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Initial Assessment', 'First Notice of Loss', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Payment Processing']"
F_152,1,17,60,"['First Notice of Loss', 'First Notice of Loss', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Initial Assessment', 'First Notice of Loss', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Payment Processing']"
F_153,1,17,51,"['First Notice of Loss', 'First Notice of Loss', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Initial Assessment', 'First Notice of Loss', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Payment Processing']"
F_154,1,16,59,"['First Notice of Loss', 'Initial Assessment', 'Final Assessment', 'Expert Consultation', 'Repair Authorization', 'Parts Ordered', 'Expert Consultation', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Repair In Progress', 'Payment Processing']"
F_155,1,18,61,"['First Notice of Loss', 'Witness Statement', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Repair Authorization', 'Parts Ordered', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Quality Check', 'Parts Ordered', 'Payment Processing']"
F_156,1,12,39,"['First Notice of Loss', 'Expert Consultation', 'Police Report Filed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'Initial Assessment', 'Claim Closed']"
F_157,1,16,48,"['First Notice of Loss', 'Initial Assessment', 'Final Assessment', 'Expert Consultation', 'Repair Authorization', 'Parts Ordered', 'Expert Consultation', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Repair In Progress', 'Payment Processing']"
F_158,1,17,49,"['First Notice of Loss', 'Initial Assessment', 'Final Assessment', 'Expert Consultation', 'Repair Authorization', 'Expert Consultation', 'Parts Ordered', 'Expert Consultation', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Repair In Progress', 'Payment Processing']"
F_159,1,18,58,"['First Notice of Loss', 'Witness Statement', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Repair Authorization', 'Parts Ordered', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Quality Check', 'Parts Ordered', 'Payment Processing']"
F_160,1,19,62,"['First Notice of Loss', 'Witness Statement', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Repair Authorization', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Quality Check', 'Parts Ordered', 'Payment Processing']"
F_161,1,19,49,"['First Notice of Loss', 'Witness Statement', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Repair Authorization', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Quality Check', 'Parts Ordered', 'Payment Processing']"
F_162,1,17,58,"['First Notice of Loss', 'First Notice of Loss', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Initial Assessment', 'First Notice of Loss', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Payment Processing']"
F_163,1,17,56,"['First Notice of Loss', 'Initial Assessment', 'Final Assessment', 'Expert Consultation', 'Repair Authorization', 'Expert Consultation', 'Parts Ordered', 'Expert Consultation', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Repair In Progress', 'Payment Processing']"
F_164,1,12,30,"['First Notice of Loss', 'Expert Consultation', 'Police Report Filed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'Initial Assessment', 'Claim Closed']"
F_165,1,13,43,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'Initial Assessment', 'Claim Closed']"
F_166,1,19,60,"['First Notice of Loss', 'Witness Statement', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Repair Authorization', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Quality Check', 'Parts Ordered', 'Payment Processing']"
F_167,1,13,36,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'Initial Assessment', 'Claim Closed']"
F_168,1,13,46,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'Initial Assessment', 'Claim Closed']"
F_169,1,20,68,"['First Notice of Loss', 'Witness Statement', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Repair Authorization', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Parts Ordered', 'Payment Processing']"
F_170,1,17,55,"['First Notice of Loss', 'First Notice of Loss', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Initial Assessment', 'First Notice of Loss', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Payment Processing']"
F_171,1,20,55,"['First Notice of Loss', 'Witness Statement', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Repair Authorization', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Parts Ordered', 'Payment Processing']"
F_172,1,17,59,"['First Notice of Loss', 'Initial Assessment', 'Final Assessment', 'Expert Consultation', 'Repair Authorization', 'Expert Consultation', 'Parts Ordered', 'Expert Consultation', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Repair In Progress', 'Payment Processing']"
F_173,1,18,58,"['First Notice of Loss', 'First Notice of Loss', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Witness Statement', 'Initial Assessment', 'First Notice of Loss', 'Parts Ordered', 'Witness Statement', 'Witness Statement', 'Payment Processing']"
F_174,1,17,60,"['First Notice of Loss', 'Initial Assessment', 'Final Assessment', 'Expert Consultation', 'Repair Authorization', 'Expert Consultation', 'Parts Ordered', 'Expert Consultation', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Repair In Progress', 'Payment Processing']"
